Overall Qual,Exter Qual,Kitchen Qual,Bsmt Qual,Gr Liv Area,Total Bsmt SF,1st Flr SF,Lot Area,Lot Frontage,Neighborhood,MS Zoning,Bldg Type,House Style,Year Built,Year Remod/Add,Full Bath,TotRms AbvGrd,Garage Cars,Garage Area,Fireplaces,Central Air,BsmtFin SF 1,Wood Deck SF,Open Porch SF,Mas Vnr Area,SalePrice
6,TA,TA,TA,1382,1362.0,1382,19296,120.0,NAmes,RL,1Fam,SLvl,1962,1962,1,6,2.0,884.0,1,Y,672.0,0,0,399.0,176000
5,TA,TA,TA,1297,1297.0,1297,8532,74.0,NAmes,RL,1Fam,1Story,1954,1990,1,5,2.0,498.0,1,Y,1213.0,0,0,650.0,153000
5,TA,TA,TA,1866,1866.0,1866,9482,76.0,NAmes,RL,Duplex,1Story,1958,1958,2,8,2.0,495.0,0,Y,0.0,0,0,657.0,135000
6,TA,TA,TA,1062,1062.0,1062,8128,53.0,NAmes,RL,1Fam,1Story,1954,1954,1,6,1.0,297.0,0,Y,490.0,0,0,80.0,131000
5,TA,TA,TA,1319,608.0,1319,10634,79.0,NAmes,RL,1Fam,1Story,1953,1953,1,5,1.0,270.0,0,Y,428.0,66,0,0.0,123000
5,TA,TA,TA,1112,631.0,1112,13070,67.0,NAmes,RL,1Fam,1Story,1951,1951,1,5,2.0,480.0,0,Y,308.0,0,0,0.0,126000
4,TA,Fa,TA,1005,1005.0,1005,10434,60.0,NAmes,RL,1Fam,1Story,1955,1955,1,5,2.0,672.0,1,Y,0.0,0,0,0.0,115000
5,Gd,TA,TA,1363,1008.0,1363,14559,75.0,NAmes,RL,1Fam,1Story,1951,2000,1,6,1.0,288.0,2,Y,650.0,324,42,70.0,164900
5,TA,Fa,TA,793,793.0,793,8480,80.0,NAmes,RL,1Fam,1Story,1945,1950,1,4,1.0,240.0,0,Y,700.0,0,0,0.0,113000
5,Gd,Gd,TA,1031,1031.0,1031,7626,60.0,NAmes,RL,1Fam,1Story,1952,2005,1,5,1.0,230.0,0,Y,931.0,0,0,0.0,145500
5,TA,TA,,1210,0.0,1210,9533,75.0,NAmes,RL,1Fam,1Story,1953,1953,1,7,1.0,616.0,0,Y,0.0,208,0,140.0,102900
3,TA,TA,Fa,1699,978.0,1014,10615,107.0,OldTown,RL,2fmCon,2Story,1900,1970,2,7,2.0,420.0,0,Y,440.0,0,74,0.0,95000
7,TA,TA,TA,1527,699.0,801,11419,78.0,NAmes,RL,1Fam,2Story,1948,1999,1,6,2.0,410.0,1,Y,699.0,0,0,0.0,152500
5,TA,TA,TA,1200,1200.0,1200,9600,60.0,NAmes,RL,1Fam,1Story,1950,1950,1,6,1.0,246.0,0,Y,390.0,126,0,0.0,129900
6,TA,TA,TA,972,972.0,972,8000,50.0,NAmes,RL,1Fam,1Story,1948,2002,1,5,1.0,240.0,1,Y,680.0,0,0,0.0,132000
3,TA,TA,TA,792,792.0,792,5470,53.0,OldTown,RL,1Fam,1Story,1958,1958,1,4,1.0,366.0,0,Y,0.0,0,90,0.0,99900
5,TA,TA,Fa,1656,660.0,808,10410,60.0,OldTown,RL,1Fam,1.5Fin,1916,1987,2,8,1.0,180.0,0,Y,0.0,0,0,0.0,135000
5,TA,Gd,TA,1352,676.0,676,10800,60.0,OldTown,RL,1Fam,2Story,1939,2006,2,7,2.0,720.0,0,Y,0.0,187,0,0.0,149000
4,Gd,TA,Fa,1039,405.0,717,8146,80.0,OldTown,RL,1Fam,2Story,1900,2003,1,6,1.0,281.0,0,Y,0.0,0,0,0.0,114000
5,Gd,Gd,TA,792,768.0,792,9022,52.0,OldTown,RL,1Fam,1Story,1924,2006,1,5,1.0,240.0,0,Y,0.0,316,0,0.0,109500
5,TA,Ex,TA,1078,1054.0,1078,10230,60.0,OldTown,RL,1Fam,1Story,1925,1950,1,6,1.0,264.0,0,Y,0.0,0,0,0.0,125000
4,TA,Gd,TA,2377,1313.0,1313,10410,60.0,OldTown,RL,1Fam,1.5Fin,1915,1950,2,8,2.0,528.0,1,Y,0.0,0,0,0.0,142900
7,Gd,Gd,TA,1690,560.0,930,7200,60.0,OldTown,RL,1Fam,2Story,1910,2008,2,5,2.0,624.0,0,Y,0.0,0,0,0.0,156500
2,Fa,Gd,Fa,599,416.0,599,5400,90.0,OldTown,RL,1Fam,1Story,1940,1950,1,4,0.0,0.0,0,N,0.0,0,81,0.0,59000
4,Fa,TA,TA,1374,840.0,840,5400,90.0,OldTown,RL,1Fam,1.5Fin,1920,1950,1,6,1.0,338.0,0,Y,315.0,0,0,0.0,105000
5,TA,Gd,TA,846,720.0,846,10800,60.0,OldTown,RL,1Fam,1Story,1920,1950,1,4,2.0,576.0,0,N,0.0,0,0,0.0,106000
3,TA,TA,TA,725,630.0,725,10800,60.0,OldTown,RL,1Fam,1Story,1890,1998,1,4,1.0,320.0,0,Y,0.0,0,30,0.0,78500
6,TA,TA,TA,2544,1248.0,1248,9671,81.0,NAmes,RL,Duplex,2Story,1969,1969,2,12,3.0,907.0,0,Y,0.0,0,0,480.0,190000
6,TA,TA,TA,1380,1380.0,1380,10143,83.0,NAmes,RL,1Fam,1Story,1963,1963,1,6,1.0,364.0,0,Y,384.0,0,0,295.0,154000
6,Fa,TA,TA,1040,1040.0,1040,11500,77.0,NAmes,RL,1Fam,1Story,1967,1967,1,6,2.0,480.0,1,Y,872.0,0,0,0.0,163000
5,TA,TA,TA,2634,1248.0,1338,11643,91.0,NAmes,RL,Duplex,2Story,1969,1969,2,12,4.0,968.0,0,Y,500.0,0,0,368.0,200000
6,Gd,Gd,TA,951,951.0,951,8010,62.0,NAmes,RL,1Fam,1Story,1958,2007,1,6,2.0,480.0,0,Y,745.0,0,0,0.0,143500
6,TA,TA,TA,1105,1105.0,1105,10454,90.0,NAmes,RL,1Fam,1Story,1957,1957,1,5,1.0,308.0,0,Y,546.0,0,0,143.0,135000
5,TA,TA,TA,1306,992.0,1306,8712,64.0,NAmes,RL,1Fam,1Story,1957,2000,1,5,1.0,756.0,0,Y,860.0,0,0,0.0,153000
6,TA,TA,TA,1478,1478.0,1478,17600,,NAmes,RL,1Fam,1Story,1960,1960,2,6,2.0,498.0,2,Y,1270.0,0,40,30.0,157500
6,TA,TA,Gd,1142,160.0,1142,9000,80.0,NAmes,RL,1Fam,1Story,1958,1958,1,5,1.0,384.0,1,Y,0.0,0,28,82.0,113500
5,Gd,TA,TA,1268,832.0,1036,12144,60.0,NAmes,RL,1Fam,1Story,1949,1950,1,6,1.0,288.0,1,Y,375.0,0,28,0.0,133000
3,TA,TA,,1040,0.0,1040,8544,60.0,NAmes,RL,Duplex,1Story,1950,1950,2,6,2.0,400.0,0,N,0.0,0,0,0.0,92900
6,TA,TA,TA,1133,795.0,765,8064,60.0,NAmes,RL,1Fam,1.5Fin,1950,1950,1,5,2.0,900.0,0,N,621.0,0,0,0.0,128500
4,TA,TA,,1040,0.0,1040,7200,60.0,NAmes,RL,Duplex,1Story,1949,1950,2,6,2.0,420.0,0,N,0.0,0,0,0.0,90000
5,TA,TA,TA,1904,1208.0,1136,7200,60.0,NAmes,RL,1Fam,1.5Fin,1950,1982,1,7,1.0,240.0,0,Y,180.0,0,0,0.0,138000
5,TA,TA,TA,1041,1041.0,1041,7350,71.0,NAmes,RL,1Fam,1Story,1958,1958,1,6,1.0,294.0,0,Y,0.0,0,0,0.0,128000
5,TA,TA,TA,1339,1029.0,1339,7560,70.0,NAmes,RL,1Fam,1Story,1958,1965,1,6,1.0,294.0,0,Y,504.0,0,0,0.0,139000
5,TA,TA,TA,732,732.0,732,7200,60.0,NAmes,RL,1Fam,1Story,1952,1952,1,4,1.0,240.0,0,Y,630.0,0,68,0.0,118900
5,TA,TA,Gd,1183,528.0,1183,8000,80.0,NAmes,RL,1Fam,SLvl,1959,1959,1,6,1.0,288.0,0,Y,433.0,0,0,0.0,138000
5,TA,TA,TA,1148,1148.0,1148,7931,70.0,NAmes,RL,1Fam,1Story,1959,1959,1,6,1.0,672.0,0,Y,1148.0,0,0,0.0,132500
4,TA,TA,TA,1461,832.0,832,10800,60.0,NAmes,RL,1Fam,1.5Fin,1949,1996,2,6,1.0,384.0,0,Y,0.0,0,204,0.0,133500
6,TA,TA,TA,1495,864.0,1064,8064,60.0,NAmes,RL,1Fam,1.5Fin,1948,1994,1,6,2.0,576.0,0,Y,120.0,180,36,0.0,135000
6,TA,TA,TA,1806,780.0,993,7570,76.0,NAmes,RL,1Fam,2Story,1964,1964,1,8,2.0,483.0,0,Y,0.0,0,55,420.0,144750
5,TA,Gd,Gd,941,941.0,941,8604,75.0,NAmes,RL,Duplex,SFoyer,1978,1978,1,4,2.0,564.0,0,Y,941.0,0,40,124.0,145000
6,TA,TA,TA,1045,1045.0,1045,7936,80.0,NAmes,RL,1Fam,1Story,1963,1963,1,6,1.0,264.0,1,Y,826.0,0,0,0.0,127000
5,TA,TA,TA,894,894.0,894,6600,60.0,NAmes,RL,1Fam,1Story,1962,1962,1,5,1.0,308.0,0,N,0.0,0,0,0.0,109500
6,TA,TA,TA,1224,818.0,818,3950,,OldTown,RM,1Fam,1.5Fin,1926,2004,1,5,1.0,210.0,0,Y,468.0,0,0,0.0,115000
5,TA,TA,TA,1230,440.0,682,10440,60.0,OldTown,RM,1Fam,2Story,1910,1981,1,5,2.0,440.0,0,Y,0.0,74,0,0.0,110000
6,TA,Gd,TA,1378,901.0,861,4080,68.0,OldTown,RM,1Fam,1.5Fin,1935,1998,1,6,1.0,162.0,0,Y,0.0,54,0,0.0,128900
6,TA,TA,TA,1944,972.0,972,10307,57.0,OldTown,RM,Duplex,2Story,1910,1950,2,12,2.0,324.0,0,N,633.0,0,28,0.0,103500
5,TA,TA,TA,1131,676.0,676,5720,52.0,OldTown,RM,1Fam,1.5Fin,1941,1950,1,5,1.0,200.0,0,Y,0.0,26,0,0.0,66500
5,TA,Gd,TA,1306,240.0,810,15660,90.0,OldTown,RM,1Fam,1.5Fin,1910,2003,1,6,2.0,472.0,0,Y,0.0,0,0,0.0,130000
5,Gd,TA,TA,1464,504.0,764,9900,90.0,OldTown,RM,1Fam,2Story,1910,2002,2,7,0.0,0.0,0,Y,0.0,0,0,0.0,129000
5,TA,TA,TA,1558,690.0,868,6406,57.0,OldTown,RM,1Fam,2Story,1939,1950,1,7,2.0,400.0,1,Y,421.0,0,36,0.0,150000
5,TA,TA,TA,2372,994.0,1378,6600,60.0,OldTown,RM,1Fam,2Story,1892,1965,2,11,1.0,432.0,0,N,0.0,0,287,0.0,107500
4,Fa,Fa,Fa,1701,600.0,1101,7627,63.0,OldTown,RM,2fmCon,2Story,1920,1950,2,8,0.0,0.0,0,N,0.0,0,0,0.0,94550
5,TA,TA,TA,1960,960.0,960,7596,60.0,OldTown,RM,Duplex,2Story,1952,1952,2,10,2.0,400.0,0,Y,0.0,0,0,360.0,124500
7,TA,TA,TA,1389,651.0,707,3378,60.0,OldTown,RM,1Fam,2Story,1946,1992,1,6,1.0,240.0,2,Y,0.0,0,0,0.0,135000
5,TA,TA,Fa,1447,801.0,801,10134,56.0,OldTown,RM,1Fam,1.5Fin,1910,1950,1,6,0.0,0.0,0,N,0.0,80,0,0.0,103000
4,Fa,TA,Fa,936,936.0,936,6000,60.0,OldTown,RM,2fmCon,1Story,1953,1953,1,4,2.0,576.0,0,N,0.0,0,32,0.0,93000
5,TA,TA,TA,1328,768.0,768,6000,50.0,OldTown,RM,1Fam,1.5Fin,1950,1970,1,6,1.0,308.0,0,Y,384.0,0,12,0.0,129500
5,TA,Gd,TA,1387,811.0,811,6000,50.0,OldTown,RM,2fmCon,1.5Fin,1954,1954,2,7,1.0,256.0,0,Y,0.0,0,0,0.0,93000
4,TA,TA,Fa,861,861.0,861,7404,62.0,OldTown,RM,1Fam,1Story,1920,1950,1,5,2.0,288.0,0,Y,0.0,0,0,0.0,80000
2,TA,TA,,612,0.0,612,5925,50.0,OldTown,RM,1Fam,1Story,1940,1950,1,4,1.0,308.0,0,N,0.0,0,0,0.0,45000
3,TA,TA,TA,968,600.0,600,5925,50.0,OldTown,RM,1Fam,1.5Fin,1910,1950,1,6,0.0,0.0,0,N,0.0,0,0,0.0,37900
5,TA,TA,Fa,886,190.0,886,5784,50.0,OldTown,RM,1Fam,1Story,1938,1996,1,4,1.0,273.0,0,Y,0.0,144,20,0.0,91300
5,Gd,TA,Fa,792,624.0,792,8520,60.0,OldTown,RM,1Fam,1Story,1923,1950,1,5,1.0,287.0,0,Y,0.0,0,0,0.0,99500
4,TA,TA,TA,1452,736.0,736,4456,33.0,OldTown,RM,2fmCon,2Story,1920,2008,2,8,0.0,0.0,0,Y,0.0,0,0,0.0,113000
4,Gd,Gd,Fa,1510,677.0,833,9600,60.0,OldTown,RM,1Fam,2Story,1910,1950,2,7,2.0,720.0,0,Y,0.0,0,0,0.0,87500
5,TA,TA,TA,1284,720.0,720,3500,50.0,OldTown,RM,1Fam,1.5Fin,1947,1950,1,5,1.0,240.0,0,Y,312.0,0,35,0.0,110000
5,TA,TA,TA,2138,849.0,1075,8100,90.0,OldTown,RM,1Fam,2.5Unf,1898,1965,2,11,2.0,360.0,0,N,0.0,40,156,0.0,106000
7,Gd,Gd,TA,2640,1240.0,1320,11700,65.0,OldTown,RM,1Fam,2Story,1880,2003,1,8,4.0,864.0,1,N,0.0,181,0,0.0,265979
6,TA,Ex,Fa,2007,917.0,1090,8400,70.0,OldTown,RM,1Fam,2Story,1900,1950,2,8,1.0,357.0,0,Y,0.0,0,235,0.0,160000
6,TA,Ex,TA,1288,624.0,664,3600,60.0,OldTown,RM,1Fam,2Story,1917,2007,1,5,1.0,280.0,1,Y,0.0,0,103,0.0,119000
8,Gd,Gd,TA,1742,916.0,916,17671,121.0,OldTown,RM,1Fam,2Story,1882,1986,1,8,2.0,424.0,1,Y,216.0,0,169,0.0,168000
4,TA,TA,TA,816,624.0,816,3300,,OldTown,C (all),1Fam,1Story,1910,1950,1,5,0.0,0.0,1,Y,0.0,0,33,0.0,58500
7,TA,TA,TA,1482,650.0,832,9000,50.0,OldTown,RM,1Fam,2Story,1920,1988,1,7,2.0,324.0,0,Y,624.0,0,0,0.0,143000
5,TA,TA,TA,1022,1022.0,1022,7200,60.0,OldTown,RM,1Fam,1Story,1910,2006,1,4,1.0,280.0,0,N,247.0,0,30,0.0,85000
5,TA,TA,TA,1869,1088.0,1188,8820,98.0,OldTown,RM,1Fam,1.5Fin,1890,1996,1,7,2.0,456.0,0,Y,1088.0,48,0,0.0,124900
6,Fa,TA,TA,1480,972.0,1044,5400,60.0,OldTown,RM,1Fam,1.5Fin,1920,1950,1,6,1.0,207.0,0,Y,0.0,0,0,0.0,119000
6,TA,Gd,TA,1521,741.0,780,9720,60.0,OldTown,RM,1Fam,2Story,1910,2002,1,8,3.0,640.0,0,Y,0.0,0,0,0.0,146500
4,TA,TA,TA,720,720.0,720,7879,60.0,IDOTRR,C (all),1Fam,1Story,1920,1950,1,4,0.0,0.0,0,N,495.0,0,523,0.0,34900
3,TA,TA,Fa,797,245.0,797,9392,72.0,IDOTRR,C (all),1Fam,1Story,1900,1950,1,5,0.0,0.0,0,N,0.0,0,36,0.0,44000
5,TA,Gd,TA,1576,1324.0,1072,21384,144.0,BrkSide,RL,1Fam,2Story,1923,2004,1,6,2.0,528.0,1,Y,1309.0,0,312,0.0,223500
6,TA,Gd,TA,1432,1022.0,1432,6615,,BrkSide,RL,1Fam,1Story,1923,1950,1,6,1.0,216.0,1,N,0.0,266,61,0.0,149000
7,Gd,Ex,TA,1548,952.0,952,7264,55.0,BrkSide,RL,1Fam,1.5Fin,1925,2007,2,5,2.0,672.0,0,N,0.0,74,0,0.0,205000
5,TA,TA,TA,1654,297.0,1001,4960,50.0,BrkSide,RL,1Fam,1.5Fin,1930,1982,2,7,1.0,336.0,1,Y,0.0,244,60,0.0,137000
6,TA,Fa,TA,952,952.0,952,8854,,BrkSide,RL,1Fam,1.5Unf,1916,1950,1,4,1.0,192.0,1,N,0.0,0,98,0.0,121000
4,TA,TA,TA,1324,672.0,757,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1936,1950,1,6,1.0,240.0,0,Y,672.0,0,0,0.0,128000
6,Gd,TA,TA,1176,698.0,786,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1937,2000,1,4,2.0,624.0,0,Y,0.0,210,0,0.0,134900
5,TA,TA,TA,1348,884.0,884,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1925,1997,1,5,1.0,216.0,1,Y,0.0,0,0,0.0,117000
6,TA,TA,TA,1412,780.0,825,6000,50.0,BrkSide,RM,1Fam,1.5Fin,1939,1950,1,6,1.0,280.0,1,Y,0.0,45,0,0.0,132500
5,TA,TA,TA,1142,468.0,822,6000,60.0,BrkSide,RM,1Fam,1.5Fin,1924,1950,1,6,1.0,320.0,0,Y,220.0,0,0,444.0,93000
6,Gd,TA,TA,904,884.0,904,6000,50.0,BrkSide,RM,1Fam,1.5Unf,1926,2004,1,4,1.0,180.0,0,Y,0.0,0,0,0.0,119000
5,TA,Fa,TA,1301,1145.0,1301,6911,60.0,BrkSide,RM,1Fam,1Story,1924,1950,1,5,2.0,440.0,0,Y,405.0,0,0,0.0,100000
5,TA,TA,TA,1539,927.0,1067,6120,51.0,BrkSide,RM,1Fam,1.5Fin,1936,1950,1,5,2.0,576.0,0,Y,0.0,112,0,0.0,141500
4,TA,Gd,TA,1573,884.0,989,6120,51.0,BrkSide,RM,1Fam,1.5Fin,1935,1995,1,6,1.0,240.0,0,Y,0.0,0,0,0.0,133000
2,Fa,Fa,TA,800,264.0,800,6120,51.0,BrkSide,RM,1Fam,1Story,1936,1950,1,4,0.0,0.0,1,N,0.0,0,0,0.0,60000
5,TA,TA,TA,875,715.0,875,6120,51.0,BrkSide,RM,1Fam,1Story,1931,1993,1,5,1.0,180.0,0,Y,209.0,48,0,0.0,105000
5,TA,TA,TA,995,960.0,995,6120,51.0,BrkSide,RM,1Fam,1Story,1925,1999,1,5,1.0,264.0,0,Y,0.0,0,15,0.0,115000
5,TA,TA,TA,1582,952.0,994,6120,51.0,BrkSide,RM,1Fam,1.5Fin,1938,1950,2,6,1.0,250.0,1,Y,273.0,189,0,0.0,150000
5,TA,TA,TA,1072,1072.0,1072,8635,50.0,BrkSide,RM,1Fam,1Story,1925,1950,1,5,5.0,1184.0,0,Y,134.0,0,0,0.0,126500
6,TA,Gd,TA,2134,844.0,1445,11888,,BrkSide,RL,1Fam,2.5Unf,1916,1994,2,10,2.0,441.0,0,N,0.0,0,60,0.0,214500
7,TA,Gd,Gd,2019,728.0,1136,11414,60.0,BrkSide,RL,1Fam,2Story,1910,1993,1,8,2.0,532.0,0,N,0.0,509,135,0.0,167500
6,TA,TA,TA,1768,1048.0,1048,8094,57.0,OldTown,RM,1Fam,2Story,1915,1950,2,8,2.0,576.0,0,Y,0.0,0,0,0.0,155000
7,Gd,Ex,TA,1826,910.0,916,2500,50.0,OldTown,RM,1Fam,2Story,1915,2005,1,7,1.0,164.0,1,Y,299.0,0,0,0.0,155000
7,TA,TA,TA,1944,672.0,1272,9928,68.0,OldTown,RM,1Fam,2Story,1915,1994,2,8,1.0,216.0,0,Y,0.0,24,28,0.0,179900
6,TA,TA,TA,2229,755.0,929,5520,92.0,OldTown,RM,1Fam,2.5Fin,1912,1950,1,8,0.0,0.0,0,Y,0.0,0,198,0.0,104000
5,TA,TA,TA,2128,1040.0,1088,3000,50.0,OldTown,RM,Duplex,2Story,1922,1950,2,11,0.0,0.0,0,N,0.0,0,56,0.0,62500
6,TA,TA,TA,1930,720.0,1146,6876,57.0,IDOTRR,RM,1Fam,2Story,1927,1950,2,8,1.0,316.0,0,Y,522.0,0,0,0.0,149000
4,TA,TA,TA,1208,780.0,848,6240,52.0,IDOTRR,RM,1Fam,1.5Fin,1925,1950,1,5,2.0,539.0,0,Y,152.0,0,23,0.0,103000
6,TA,Gd,TA,1427,483.0,741,5775,,OldTown,RM,1Fam,2Story,1915,2002,1,7,1.0,379.0,0,Y,0.0,0,24,0.0,123000
7,TA,TA,TA,1864,1020.0,978,5852,41.0,OldTown,RM,2fmCon,2.5Unf,1902,2000,2,9,0.0,0.0,0,N,169.0,0,188,188.0,97500
6,TA,TA,TA,1666,1204.0,1204,5160,60.0,IDOTRR,RM,1Fam,1.5Fin,1927,1950,1,4,1.0,384.0,0,Y,0.0,0,0,0.0,135000
4,TA,Gd,Gd,892,858.0,892,5160,86.0,IDOTRR,RM,1Fam,SFoyer,1923,1950,1,5,0.0,0.0,0,Y,749.0,0,0,0.0,70000
6,TA,TA,TA,1403,698.0,754,10320,60.0,IDOTRR,RM,2fmCon,2Story,1915,1965,1,7,1.0,308.0,0,Y,276.0,0,0,0.0,116000
4,TA,Fa,Fa,704,560.0,704,4280,50.0,Sawyer,RL,1Fam,1Story,1946,2001,1,4,1.0,220.0,0,Y,0.0,0,0,0.0,88750
5,TA,TA,Gd,1200,1200.0,1200,10800,60.0,Edwards,RL,Duplex,1Story,1987,1988,3,5,0.0,0.0,0,Y,1200.0,120,0,0.0,179000
5,TA,TA,Gd,1200,1200.0,1200,10800,60.0,Edwards,RL,Duplex,1Story,1987,1988,3,5,0.0,0.0,0,Y,1200.0,120,0,0.0,179000
5,TA,TA,Gd,1152,1152.0,1152,10547,,Edwards,RL,Duplex,SFoyer,1978,1978,2,6,1.0,252.0,0,Y,1152.0,0,0,0.0,159900
1,Fa,Fa,Fa,904,683.0,904,10020,,Edwards,RL,1Fam,1Story,1922,1950,0,4,0.0,0.0,0,N,350.0,0,0,0.0,61000
6,TA,TA,TA,1369,672.0,697,6629,54.0,Edwards,RH,1Fam,2Story,1925,1950,2,6,1.0,300.0,0,N,551.0,147,0,0.0,103600
5,TA,TA,TA,1112,585.0,687,9780,60.0,Edwards,RL,1Fam,1.5Fin,1934,1950,2,6,1.0,226.0,0,N,0.0,0,0,0.0,63000
5,TA,TA,Gd,1464,520.0,1464,12886,70.0,Sawyer,RL,1Fam,SLvl,1963,1999,2,6,2.0,480.0,1,Y,444.0,302,0,0.0,175000
5,TA,TA,TA,1121,1121.0,1121,8816,80.0,Sawyer,RL,1Fam,1Story,1963,1963,1,5,2.0,480.0,0,Y,651.0,0,80,0.0,139000
6,TA,TA,TA,1683,918.0,918,11184,70.0,Sawyer,RL,1Fam,2Story,1978,1978,2,7,2.0,440.0,1,Y,226.0,243,0,92.0,172500
5,TA,TA,TA,1052,1052.0,1052,11625,75.0,Sawyer,RL,1Fam,1Story,1967,1967,1,6,1.0,668.0,1,Y,527.0,0,215,172.0,113500
5,TA,Gd,TA,899,864.0,899,7800,65.0,Sawyer,RL,1Fam,1Story,1967,2004,1,5,1.0,288.0,0,Y,450.0,64,0,89.0,130000
6,TA,TA,Gd,1034,456.0,1034,8014,,Sawyer,RL,1Fam,SFoyer,1978,1978,1,5,2.0,504.0,1,Y,456.0,0,0,23.0,149900
5,TA,TA,Gd,858,858.0,858,7252,,Sawyer,RL,1Fam,SFoyer,1982,1982,1,5,2.0,576.0,0,Y,685.0,120,0,0.0,134900
5,TA,TA,TA,860,840.0,860,8740,74.0,Sawyer,RL,1Fam,SFoyer,1982,1982,1,4,2.0,528.0,0,Y,672.0,0,0,0.0,137000
5,TA,TA,TA,1092,1092.0,1092,11616,,Sawyer,RL,1Fam,1Story,1962,1962,1,6,1.0,288.0,1,Y,170.0,0,20,116.0,139000
5,TA,TA,TA,1774,552.0,904,15400,88.0,Sawyer,RL,1Fam,SLvl,1961,1961,2,8,1.0,384.0,1,Y,0.0,290,40,0.0,165000
6,TA,TA,TA,1138,1138.0,1138,15312,88.0,Sawyer,RL,1Fam,SLvl,1960,1960,1,6,2.0,480.0,1,Y,588.0,0,0,54.0,148000
5,TA,TA,TA,2071,825.0,2071,15584,,ClearCr,RL,1Fam,SLvl,1956,1956,1,9,1.0,336.0,1,Y,0.0,131,28,366.0,165000
2,TA,Fa,,660,0.0,660,9000,,Sawyer,RL,1Fam,1Story,1947,1950,1,5,0.0,0.0,0,N,0.0,0,0,0.0,63900
4,TA,TA,TA,1788,1104.0,1104,11250,,ClearCr,RL,1Fam,1.5Fin,1957,1989,1,8,1.0,304.0,2,Y,0.0,120,0,0.0,161500
5,TA,Ex,TA,1473,1437.0,1473,25095,65.0,ClearCr,RL,1Fam,1Story,1968,2003,1,5,1.0,452.0,2,Y,1324.0,0,48,0.0,143000
4,TA,TA,TA,1229,1134.0,1229,17140,,Edwards,RL,1Fam,1Story,1956,1956,1,6,1.0,284.0,0,Y,1059.0,0,0,0.0,135000
4,TA,TA,TA,861,861.0,861,12342,,Edwards,RL,1Fam,1Story,1940,1950,1,4,2.0,539.0,0,Y,262.0,158,0,0.0,82500
5,Gd,TA,TA,1867,1617.0,1867,10708,,ClearCr,RL,1Fam,1Story,1955,1993,1,7,1.0,303.0,3,Y,379.0,476,0,0.0,190000
3,TA,TA,,1733,0.0,1733,13680,,Edwards,RL,1Fam,1Story,1955,1955,2,8,2.0,452.0,1,Y,0.0,0,0,0.0,139600
4,TA,TA,,1383,0.0,1383,15635,,Edwards,RL,1Fam,1Story,1954,1954,1,6,2.0,498.0,0,Y,0.0,0,0,0.0,122000
6,TA,TA,TA,1689,1436.0,1689,9855,73.0,Edwards,RL,1Fam,1Story,1956,1956,1,7,2.0,480.0,1,Y,0.0,0,0,0.0,127500
5,TA,TA,TA,1073,1073.0,1073,9571,68.0,Edwards,RL,1Fam,1Story,1956,1956,1,5,1.0,340.0,0,Y,257.0,0,0,0.0,121500
5,TA,TA,TA,1276,1276.0,1276,9571,68.0,Edwards,RL,1Fam,1Story,1958,1958,1,5,1.0,350.0,0,Y,0.0,0,0,0.0,60000
6,TA,Gd,TA,1639,747.0,892,9350,50.0,Edwards,RL,1Fam,2Story,1946,1950,1,6,1.0,240.0,1,Y,342.0,0,50,0.0,154400
4,TA,TA,TA,672,672.0,672,9340,50.0,Edwards,RL,1Fam,1Story,1941,1950,1,4,1.0,234.0,0,Y,344.0,0,113,0.0,113000
5,TA,TA,Gd,1089,1089.0,1089,7440,62.0,Edwards,RL,1Fam,1Story,1954,1954,1,5,1.0,252.0,1,Y,173.0,328,0,0.0,125000
4,TA,TA,,845,0.0,845,11500,,Edwards,RL,1Fam,1Story,1957,1957,1,5,1.0,290.0,0,N,0.0,186,0,0.0,84000
5,Gd,Gd,Gd,1049,1049.0,1049,4235,42.0,Edwards,RL,TwnhsE,1Story,1984,1984,2,5,1.0,266.0,0,Y,552.0,0,105,149.0,139500
5,TA,TA,TA,1716,768.0,1148,11409,60.0,Edwards,RL,1Fam,1.5Fin,1949,2008,1,8,1.0,281.0,1,Y,292.0,0,0,0.0,131000
6,TA,TA,TA,1258,560.0,698,9060,60.0,Edwards,RL,1Fam,1.5Fin,1939,1950,1,6,1.0,280.0,0,Y,204.0,0,0,0.0,105000
4,TA,TA,TA,1510,755.0,755,9084,60.0,Edwards,RL,1Fam,2Story,1940,1950,1,7,1.0,296.0,1,Y,0.0,120,0,0.0,108000
7,Gd,Gd,Gd,1061,1054.0,1061,10778,74.0,SawyerW,RL,1Fam,SLvl,1990,1991,1,4,2.0,462.0,0,Y,460.0,114,36,0.0,162000
6,Gd,Gd,Gd,1338,520.0,1338,19255,66.0,SawyerW,RL,1Fam,SLvl,1983,1983,1,5,2.0,576.0,1,Y,70.0,0,0,100.0,156500
8,Gd,Gd,Gd,2132,1496.0,1496,12327,79.0,SawyerW,RL,1Fam,1.5Fin,1983,2009,1,5,2.0,612.0,1,Y,1441.0,349,40,0.0,316600
7,Gd,Gd,Gd,2196,2158.0,2196,14684,90.0,SawyerW,RL,1Fam,1Story,1990,1991,2,7,3.0,701.0,1,Y,485.0,84,70,234.0,271900
